localidad,sex,age,violence,cruelty,gender,gender_2
KENNEDY,M,18,7.71,4.22,C,H
MARTIRES,M,27,5.5,1.98,C,H
MARTIRES,M,27,5.71,4.02,C,H
USAQUEN,M,28,4.81,3.0,C,H
KENNEDY,F,39,7.46,4.37,C,F
MARTIRES,F,19,6.76,6.8,C,F
SUBA,F,10,4.24,3.27,C,F
USAQUEN,F,24,6.48,6.32,C,F
KENNEDY,F,7,4.83,2.54,C,F
USAQUEN,F,53,1.04,3.09,C,F
KENNEDY,F,21,7.76,3.69,C,F
MARTIRES,F,42,4.58,4.05,C,F
USAQUEN,F,23,4.16,4.09,C,F
MARTIRES,M,2,4.26,1.94,C,H
MARTIRES,F,31,5.78,5.99,C,F
USAQUEN,F,16,5.13,5.48,C,F
MARTIRES,X,46,3.84,5.34,T,F
KENNEDY,M,29,5.95,1.21,C,H
SUBA,M,36,7.73,2.54,C,H
SUBA,F,25,4.71,5.05,C,F
MARTIRES,F,22,7.18,7.51,C,F
SUBA,F,13,5.1,4.03,C,F
KENNEDY,F,24,7.64,3.99,C,F
KENNEDY,M,46,7.33,0.32,C,H
USAQUEN,M,27,3.94,2.4,C,H
KENNEDY,F,9,4.43,4.4,C,F
MARTIRES,F,28,5.87,4.52,C,F
USAQUEN,M,8,3.73,2.3,C,H
USAQUEN,M,25,4.24,3.07,C,H
MARTIRES,M,29,5.8,3.21,C,H
USAQUEN,F,32,3.26,4.91,C,F
KENNEDY,F,25,6.21,4.28,C,F
KENNEDY,M,21,7.98,3.56,C,H
SUBA,F,31,4.77,3.8,C,F
USAQUEN,F,41,2.06,3.75,C,F
KENNEDY,M,36,6.74,3.11,C,H
SUBA,F,13,4.4,3.79,C,F
KENNEDY,F,5,5.64,3.29,C,F
SUBA,F,23,5.03,3.84,C,F
SUBA,M,15,6.82,2.91,C,H
MARTIRES,F,16,6.3,4.82,C,F
MARTIRES,F,3,2.79,4.86,C,F
MARTIRES,F,3,2.5,3.97,C,F
SUBA,F,4,0.87,5.07,C,F
KENNEDY,F,21,7.79,5.02,C,F
USAQUEN,F,18,5.22,2.46,C,F
USAQUEN,M,11,3.42,2.8,C,H
USAQUEN,F,1,1.31,1.74,C,F
USAQUEN,M,25,5.09,2.5,C,H
SUBA,F,48,2.42,3.94,C,F
SUBA,M,23,6.61,4.24,C,H
SUBA,F,8,5.05,4.75,C,F
SUBA,X,21,5.63,6.65,T,F
USAQUEN,F,22,4.38,3.27,C,F
SUBA,M,6,3.67,1.38,C,H
MARTIRES,M,41,4.36,1.16,C,H
USAQUEN,F,26,3.73,5.1,C,F
MARTIRES,F,13,5.62,4.43,C,F
USAQUEN,F,5,3.18,4.66,C,F
KENNEDY,F,8,2.56,3.55,C,F
SUBA,F,41,1.31,5.57,C,F
SUBA,F,4,4.41,3.44,C,F
SUBA,F,13,3.2,3.42,C,F
KENNEDY,X,42,4.41,4.07,T,F
KENNEDY,M,16,7.77,3.6,C,H
USAQUEN,F,37,3.48,3.47,C,F
SUBA,F,42,3.57,3.28,C,F
KENNEDY,F,25,7.14,5.79,C,F
USAQUEN,F,3,0.97,3.31,C,F
SUBA,M,27,4.59,3.24,C,H
USAQUEN,F,39,5.01,4.02,C,F
KENNEDY,M,32,6.21,1.59,C,H
KENNEDY,M,13,5.01,3.3,C,H
KENNEDY,M,16,7.13,4.1,C,H
MARTIRES,F,17,5.85,5.11,C,F
USAQUEN,F,37,4.4,3.46,C,F
MARTIRES,F,2,4.08,4.05,C,F
KENNEDY,X,58,4.07,4.75,T,F
USAQUEN,F,37,3.01,4.95,C,F
SUBA,M,27,5.76,4.09,C,H
SUBA,F,19,5.96,6.22,C,F
USAQUEN,F,22,5.21,4.18,C,F
SUBA,F,22,8.66,5.66,C,F
SUBA,F,15,6.51,6.91,C,F
SUBA,X,37,4.51,6.21,T,F
USAQUEN,M,51,1.25,2.65,C,H
KENNEDY,M,11,5.15,2.76,C,H
SUBA,X,30,5.05,6.06,T,F
SUBA,F,23,7.52,5.16,C,F
KENNEDY,F,14,5.48,4.44,C,F
USAQUEN,M,23,5.59,5.09,C,H
MARTIRES,F,8,4.71,4.59,C,F
MARTIRES,F,24,9.53,6.65,C,F
KENNEDY,F,15,9.75,6.61,C,F
KENNEDY,F,30,7.21,2.7,C,F
MARTIRES,F,47,4.71,3.43,C,F
SUBA,F,12,5.27,3.57,C,F
USAQUEN,F,23,5.13,3.56,C,F
KENNEDY,F,15,7.55,6.02,C,F
SUBA,F,3,1.02,4.28,C,F
SUBA,F,29,4.99,5.38,C,F
KENNEDY,F,36,7.53,2.97,C,F
USAQUEN,F,17,7.18,5.31,C,F
USAQUEN,F,31,1.94,3.47,C,F
KENNEDY,M,25,4.48,1.76,C,H
MARTIRES,M,18,7.01,4.83,C,H
SUBA,F,14,4.98,2.99,C,F
KENNEDY,X,52,5.03,4.51,T,F
SUBA,M,30,4.23,2.17,C,H
USAQUEN,F,4,0.53,3.81,C,F
SUBA,F,23,5.82,5.34,C,F
MARTIRES,F,19,8.41,4.24,C,F
KENNEDY,M,11,7.13,3.26,C,H
SUBA,F,8,3.61,2.32,C,F
KENNEDY,F,22,7.21,4.15,C,F
USAQUEN,F,18,6.65,5.21,C,F
KENNEDY,M,18,8.34,5.41,C,H
MARTIRES,M,12,5.68,3.41,C,H
KENNEDY,F,26,6.55,5.17,C,F
MARTIRES,M,28,5.55,3.35,C,H
SUBA,M,23,6.89,2.75,C,H
USAQUEN,F,1,3.3,4.93,C,F
KENNEDY,F,21,7.05,4.66,C,F
KENNEDY,M,18,8.38,2.13,C,H
USAQUEN,F,15,5.59,2.64,C,F
MARTIRES,F,5,5.56,4.7,C,F
SUBA,F,21,6.89,5.31,C,F
USAQUEN,M,5,2.25,1.52,C,H
SUBA,M,16,5.93,4.82,C,H
KENNEDY,F,8,4.91,4.21,C,F
USAQUEN,F,5,1.05,4.29,C,F
MARTIRES,M,14,6.83,3.85,C,H
KENNEDY,M,20,8.63,2.61,C,H
KENNEDY,M,25,6.07,2.28,C,H
SUBA,X,41,3.3,4.25,T,F
SUBA,F,29,4.92,5.62,C,F
KENNEDY,F,13,7.73,4.33,C,F
MARTIRES,F,19,7.18,6.26,C,F
SUBA,F,49,2.62,5.44,C,F
SUBA,F,23,6.06,3.86,C,F
MARTIRES,F,19,6.68,5.7,C,F
KENNEDY,F,39,6.47,3.17,C,F
KENNEDY,F,22,8.65,3.4,C,F
MARTIRES,M,15,6.59,3.62,C,H
SUBA,M,8,3.08,1.57,C,H
MARTIRES,M,1,4.69,3.11,C,H
KENNEDY,M,17,9.74,2.6,C,H
USAQUEN,F,22,4.73,4.37,C,F
MARTIRES,F,10,5.61,2.76,C,F
SUBA,M,22,5.24,2.7,C,H
USAQUEN,X,50,0.85,5.14,T,F
SUBA,X,41,2.33,6.53,T,F
SUBA,M,36,4.36,0.59,C,H
MARTIRES,F,4,3.51,1.51,C,F
SUBA,X,20,6.18,7.17,T,F
KENNEDY,M,28,8.36,1.68,C,H
MARTIRES,F,2,3.02,4.78,C,F
KENNEDY,F,32,7.12,3.6,C,F
SUBA,M,36,4.03,1.68,C,H
SUBA,F,24,6.78,6.26,C,F
KENNEDY,F,19,7.64,2.49,C,F
USAQUEN,F,48,2.05,4.81,C,F
MARTIRES,F,27,6.11,6.07,C,F
USAQUEN,M,20,4.96,2.61,C,H
USAQUEN,F,39,3.1,4.03,C,F
KENNEDY,F,4,4.66,3.16,C,F
SUBA,M,19,6.03,2.02,C,H
KENNEDY,M,12,4.96,3.53,C,H
KENNEDY,M,30,7.48,2.65,C,H
KENNEDY,F,11,7.3,4.97,C,F
MARTIRES,M,9,2.84,0.05,C,H
USAQUEN,X,19,3.35,7.45,T,F
SUBA,F,21,5.71,4.91,C,F
KENNEDY,F,12,5.1,4.17,C,F
MARTIRES,F,22,6.0,4.4,C,F
KENNEDY,F,34,7.05,4.35,C,F
KENNEDY,M,3,3.65,2.26,C,H
USAQUEN,F,6,1.61,4.32,C,F
USAQUEN,X,34,3.51,5.29,T,F
KENNEDY,X,17,6.99,8.28,T,F
SUBA,F,23,8.29,6.56,C,F
KENNEDY,M,47,6.5,1.57,C,H
USAQUEN,M,10,3.45,1.35,C,H
MARTIRES,F,17,7.63,5.22,C,F
SUBA,M,12,3.84,1.74,C,H
USAQUEN,M,5,1.34,2.46,C,H
SUBA,F,33,5.29,4.2,C,F
KENNEDY,M,42,3.93,2.54,C,H
USAQUEN,F,11,0.83,3.91,C,F
KENNEDY,F,8,4.42,5.5,C,F
MARTIRES,F,12,6.26,4.65,C,F
MARTIRES,F,9,3.25,3.13,C,F
MARTIRES,F,26,5.15,5.65,C,F
USAQUEN,M,14,2.68,2.06,C,H
MARTIRES,F,21,8.31,4.75,C,F
KENNEDY,F,20,9.58,4.62,C,F
KENNEDY,F,56,3.62,2.45,C,F
SUBA,F,39,6.48,3.78,C,F
SUBA,M,13,3.38,2.41,C,H
USAQUEN,F,8,1.51,2.62,C,F
USAQUEN,F,10,4.65,5.56,C,F
KENNEDY,F,9,4.77,2.28,C,F
SUBA,F,30,4.88,2.51,C,F
MARTIRES,M,12,4.41,1.35,C,H
KENNEDY,M,14,5.46,0.61,C,H
MARTIRES,F,38,7.38,4.53,C,F
MARTIRES,X,38,4.07,6.96,T,F
MARTIRES,F,45,3.54,5.25,C,F
SUBA,F,5,1.47,2.48,C,F
MARTIRES,M,38,6.83,1.06,C,H
MARTIRES,M,13,4.76,3.0,C,H
USAQUEN,F,16,5.76,3.11,C,F
KENNEDY,M,23,8.76,2.44,C,H
MARTIRES,M,17,7.01,1.92,C,H
SUBA,F,7,3.17,5.06,C,F
SUBA,F,22,4.93,6.09,C,F
KENNEDY,F,15,7.51,5.46,C,F
MARTIRES,F,25,6.88,5.97,C,F
KENNEDY,M,53,5.99,2.26,C,H
SUBA,M,37,4.83,1.4,C,H
USAQUEN,M,24,5.91,1.77,C,H
USAQUEN,F,34,4.37,3.44,C,F
USAQUEN,F,6,2.91,4.26,C,F
USAQUEN,M,17,3.77,5.28,C,H
USAQUEN,M,9,1.57,1.54,C,H
MARTIRES,F,14,4.94,3.44,C,F
MARTIRES,F,17,5.54,6.2,C,F
SUBA,M,2,2.4,2.72,C,H
KENNEDY,F,7,4.08,2.43,C,F
SUBA,M,25,5.64,2.4,C,H
SUBA,F,8,3.12,5.67,C,F
MARTIRES,F,43,3.49,3.78,C,F
MARTIRES,F,22,5.99,4.41,C,F
KENNEDY,F,22,7.42,4.89,C,F
MARTIRES,F,35,7.1,3.88,C,F
SUBA,F,30,4.75,4.09,C,F
KENNEDY,M,19,8.92,2.4,C,H
SUBA,F,7,1.79,4.89,C,F
SUBA,F,42,2.52,4.38,C,F
SUBA,M,15,5.25,4.0,C,H
USAQUEN,F,20,4.94,5.58,C,F
MARTIRES,X,22,7.57,6.92,T,F
KENNEDY,F,21,5.83,5.58,C,F
MARTIRES,F,25,6.5,5.69,C,F
KENNEDY,M,32,6.64,2.42,C,H
KENNEDY,M,40,3.7,3.34,C,H
SUBA,F,31,6.18,3.26,C,F
KENNEDY,F,17,8.49,3.6,C,F
KENNEDY,M,2,5.96,1.59,C,H
MARTIRES,F,29,5.82,4.66,C,F
USAQUEN,F,26,2.37,6.58,C,F
USAQUEN,M,42,1.5,1.04,C,H
KENNEDY,F,40,2.71,2.09,C,F
USAQUEN,F,18,5.41,6.26,C,F
KENNEDY,F,6,5.14,4.66,C,F
SUBA,M,5,3.88,2.06,C,H
MARTIRES,X,20,6.2,8.04,T,F
KENNEDY,M,10,6.65,3.09,C,H
KENNEDY,M,20,7.05,3.37,C,H
SUBA,F,22,6.58,4.47,C,F
MARTIRES,X,42,5.24,5.72,T,F
USAQUEN,M,39,3.07,3.26,C,H
USAQUEN,M,25,3.58,2.66,C,H
USAQUEN,F,20,5.97,6.62,C,F
MARTIRES,F,11,6.95,4.56,C,F
USAQUEN,F,19,7.51,5.72,C,F
KENNEDY,F,8,4.15,3.44,C,F
KENNEDY,M,10,8.42,0.88,C,H
MARTIRES,M,27,5.67,2.37,C,H
MARTIRES,F,5,4.61,4.3,C,F
USAQUEN,F,27,5.27,4.6,C,F
MARTIRES,M,14,4.25,0.9,C,H
KENNEDY,F,37,7.86,3.63,C,F
USAQUEN,F,11,3.38,3.99,C,F
SUBA,F,38,2.93,3.09,C,F
KENNEDY,M,20,9.23,1.85,C,H
USAQUEN,X,29,3.91,8.29,T,F
KENNEDY,M,19,8.13,2.25,C,H
MARTIRES,F,16,5.37,4.17,C,F
USAQUEN,M,24,4.5,2.49,C,H
KENNEDY,F,49,5.48,2.97,C,F
SUBA,F,28,5.22,4.74,C,F
USAQUEN,F,9,2.88,4.18,C,F
MARTIRES,X,26,7.28,6.95,T,F
MARTIRES,M,13,5.75,1.08,C,H
SUBA,M,18,4.3,3.15,C,H
MARTIRES,F,21,8.02,6.48,C,F
MARTIRES,M,18,7.15,2.76,C,H
SUBA,F,24,6.2,3.77,C,F
SUBA,F,59,3.1,3.13,C,F
KENNEDY,F,37,6.68,4.61,C,F
KENNEDY,M,30,6.08,2.2,C,H
USAQUEN,F,7,1.42,4.01,C,F
KENNEDY,F,18,7.9,3.58,C,F
MARTIRES,M,15,8.01,3.94,C,H
KENNEDY,F,2,4.26,3.26,C,F
KENNEDY,F,3,7.45,3.97,C,F
MARTIRES,M,11,4.53,2.49,C,H
SUBA,F,3,3.19,4.23,C,F
MARTIRES,M,16,7.07,3.09,C,H
MARTIRES,X,36,4.78,7.59,T,F
SUBA,F,23,6.71,4.11,C,F
MARTIRES,F,17,7.95,5.18,C,F
KENNEDY,M,31,4.76,2.12,C,H
MARTIRES,F,38,4.54,3.97,C,F
USAQUEN,M,20,4.15,3.82,C,H
KENNEDY,M,14,4.38,1.12,C,H
SUBA,X,36,5.5,7.14,T,F
KENNEDY,M,5,3.59,2.63,C,H
KENNEDY,F,19,7.0,4.83,C,F
MARTIRES,F,28,5.55,6.5,C,F
KENNEDY,M,32,7.04,2.23,C,H
KENNEDY,X,35,6.71,5.32,T,F
KENNEDY,M,11,5.23,2.21,C,H
USAQUEN,M,25,3.42,2.58,C,H
MARTIRES,X,13,4.29,5.03,T,F
USAQUEN,X,41,0.85,6.22,T,F
SUBA,F,5,4.54,3.62,C,F
USAQUEN,M,20,6.04,2.37,C,H
USAQUEN,M,36,4.06,1.8,C,H
KENNEDY,F,2,4.59,3.38,C,F
USAQUEN,F,16,3.27,5.44,C,F
USAQUEN,M,22,4.15,3.6,C,H
SUBA,M,20,6.0,2.19,C,H
KENNEDY,M,10,4.26,1.43,C,H
USAQUEN,M,1,1.55,3.45,C,H
KENNEDY,F,31,7.94,5.02,C,F
KENNEDY,F,20,6.57,4.5,C,F
USAQUEN,F,12,3.66,3.36,C,F
USAQUEN,F,9,2.29,3.31,C,F
SUBA,M,17,6.86,0.59,C,H
USAQUEN,M,10,5.2,2.75,C,H
USAQUEN,M,23,5.87,2.3,C,H
MARTIRES,F,22,7.28,4.9,C,F
SUBA,F,14,1.95,3.78,C,F
MARTIRES,F,7,3.63,3.3,C,F
USAQUEN,M,9,3.67,2.67,C,H
SUBA,M,53,5.12,1.63,C,H
SUBA,F,55,3.2,2.79,C,F
SUBA,F,27,4.67,4.23,C,F
USAQUEN,M,9,1.84,2.31,C,H
USAQUEN,F,35,3.27,5.41,C,F
SUBA,F,34,4.65,4.06,C,F
SUBA,F,12,4.92,2.75,C,F
MARTIRES,M,7,3.18,2.65,C,H
USAQUEN,F,33,4.71,3.32,C,F
USAQUEN,F,3,2.94,3.81,C,F
USAQUEN,F,25,6.12,4.03,C,F
KENNEDY,F,21,7.71,5.36,C,F
KENNEDY,F,13,7.57,6.14,C,F
SUBA,F,26,3.28,5.41,C,F
MARTIRES,F,19,6.49,5.17,C,F
USAQUEN,M,24,5.07,4.13,C,H
MARTIRES,F,28,4.96,5.21,C,F
KENNEDY,M,7,4.84,0.42,C,H
SUBA,F,6,2.85,2.39,C,F
USAQUEN,X,29,4.43,6.15,T,F
KENNEDY,M,49,5.67,0.74,C,H
USAQUEN,F,15,5.32,5.08,C,F
SUBA,M,16,5.71,1.59,C,H
KENNEDY,M,18,9.91,1.51,C,H
USAQUEN,M,5,2.74,4.09,C,H
SUBA,F,20,5.89,6.14,C,F
KENNEDY,M,31,7.75,2.08,C,H
USAQUEN,M,33,5.25,2.93,C,H
SUBA,F,16,6.68,3.21,C,F
MARTIRES,F,22,6.74,5.4,C,F
KENNEDY,M,29,7.94,2.72,C,H
USAQUEN,M,7,2.45,3.2,C,H
MARTIRES,X,36,5.95,6.86,T,F
MARTIRES,M,25,7.57,2.85,C,H
KENNEDY,M,26,6.23,1.88,C,H
SUBA,F,31,4.56,4.83,C,F
KENNEDY,F,35,8.44,4.38,C,F
USAQUEN,F,14,3.23,4.57,C,F
KENNEDY,F,46,5.85,2.79,C,F
KENNEDY,F,29,6.83,4.53,C,F
MARTIRES,M,18,6.96,2.86,C,H
MARTIRES,M,27,5.16,1.71,C,H
MARTIRES,M,7,2.88,0.99,C,H
KENNEDY,F,26,7.92,3.8,C,F
MARTIRES,M,26,6.28,3.18,C,H
USAQUEN,M,7,1.76,0.51,C,H
USAQUEN,M,30,4.03,2.68,C,H
SUBA,M,6,5.46,0.79,C,H
SUBA,M,12,2.9,1.92,C,H
SUBA,F,40,2.74,2.29,C,F
KENNEDY,F,14,4.83,2.92,C,F
SUBA,F,12,4.46,3.95,C,F
MARTIRES,F,21,3.7,6.15,C,F
SUBA,M,16,6.23,3.85,C,H
SUBA,F,27,3.86,4.19,C,F
USAQUEN,F,9,2.75,3.79,C,F
KENNEDY,F,13,6.23,5.11,C,F
MARTIRES,M,17,6.75,2.27,C,H
MARTIRES,F,16,5.99,4.25,C,F
KENNEDY,M,16,6.81,2.59,C,H
MARTIRES,F,12,5.32,3.14,C,F
USAQUEN,F,22,4.38,6.24,C,F
KENNEDY,X,20,7.6,6.53,T,F
MARTIRES,M,20,7.34,2.22,C,H
USAQUEN,M,19,5.69,1.86,C,H
KENNEDY,F,24,8.12,5.5,C,F
MARTIRES,F,49,4.16,2.76,C,F
KENNEDY,F,28,7.51,5.73,C,F
KENNEDY,M,10,6.61,2.21,C,H
SUBA,M,26,5.5,2.28,C,H
SUBA,M,43,2.23,1.52,C,H
SUBA,M,45,1.62,2.5,C,H
MARTIRES,F,20,8.33,4.02,C,F
SUBA,M,27,3.74,4.71,C,H
SUBA,M,9,2.09,2.07,C,H
KENNEDY,M,20,9.04,2.36,C,H
SUBA,F,30,6.55,3.44,C,F
KENNEDY,F,27,6.19,6.36,C,F
KENNEDY,M,18,7.31,3.64,C,H
USAQUEN,M,15,5.14,4.57,C,H
USAQUEN,M,28,3.27,3.62,C,H
SUBA,F,30,4.89,3.76,C,F
SUBA,M,3,3.22,1.52,C,H
USAQUEN,F,7,2.39,3.89,C,F
MARTIRES,F,11,7.38,3.06,C,F
USAQUEN,F,69,2.87,2.6,C,F
MARTIRES,M,22,8.41,2.8,C,H
MARTIRES,F,22,7.58,6.3,C,F
MARTIRES,M,22,7.96,4.69,C,H
KENNEDY,M,17,8.48,4.05,C,H
MARTIRES,M,19,8.09,4.03,C,H
USAQUEN,F,13,1.13,2.96,C,F
USAQUEN,M,35,4.06,1.31,C,H
KENNEDY,F,30,7.82,4.31,C,F
SUBA,X,29,3.58,7.5,T,F
KENNEDY,M,12,5.57,1.36,C,H
KENNEDY,F,20,8.67,3.62,C,F
KENNEDY,F,24,8.41,4.64,C,F
KENNEDY,M,20,8.71,2.73,C,H
KENNEDY,F,30,7.65,4.58,C,F
KENNEDY,F,33,6.6,4.67,C,F
USAQUEN,M,21,5.83,3.14,C,H
USAQUEN,M,3,3.64,3.16,C,H
SUBA,F,5,3.56,4.46,C,F
SUBA,F,17,6.66,5.69,C,F
KENNEDY,M,16,8.27,2.83,C,H
KENNEDY,F,27,7.31,5.37,C,F
KENNEDY,F,23,8.61,6.28,C,F
SUBA,M,12,4.61,2.11,C,H
MARTIRES,F,1,4.72,2.12,C,F
SUBA,F,8,3.0,3.65,C,F
SUBA,F,29,5.22,4.34,C,F
KENNEDY,F,21,7.81,5.23,C,F
KENNEDY,M,56,2.71,1.58,C,H
KENNEDY,F,23,7.79,6.19,C,F
KENNEDY,F,21,6.06,4.94,C,F
USAQUEN,M,5,1.81,2.0,C,H
KENNEDY,F,4,3.45,4.2,C,F
MARTIRES,F,33,5.83,1.96,C,F
USAQUEN,M,21,3.48,2.37,C,H
MARTIRES,F,42,5.01,3.66,C,F
MARTIRES,M,21,6.87,2.45,C,H
SUBA,X,44,2.73,6.78,T,F
MARTIRES,X,35,5.66,5.33,T,F
USAQUEN,F,10,2.34,6.87,C,F
MARTIRES,F,16,7.18,3.93,C,F
SUBA,M,11,3.01,2.85,C,H
USAQUEN,F,8,0.92,5.24,C,F
KENNEDY,M,1,4.85,2.9,C,H
MARTIRES,F,9,3.51,3.84,C,F
KENNEDY,M,16,8.79,4.19,C,H
KENNEDY,F,41,6.11,3.68,C,F
MARTIRES,F,27,6.2,4.48,C,F
KENNEDY,F,37,7.53,3.5,C,F
MARTIRES,X,44,4.28,7.02,T,F
MARTIRES,M,26,6.79,3.73,C,H
USAQUEN,M,9,2.01,2.93,C,H
USAQUEN,F,35,3.13,4.0,C,F
KENNEDY,M,5,5.13,1.81,C,H
SUBA,F,8,4.19,2.82,C,F
MARTIRES,X,19,7.71,8.28,T,F
MARTIRES,F,32,6.6,3.76,C,F
SUBA,M,26,6.37,3.85,C,H
MARTIRES,F,1,3.28,5.51,C,F
MARTIRES,F,40,5.47,4.85,C,F
MARTIRES,F,31,5.0,4.95,C,F
KENNEDY,F,11,6.42,3.91,C,F
KENNEDY,F,21,8.98,4.31,C,F
USAQUEN,F,7,1.58,3.63,C,F
MARTIRES,F,7,4.7,3.81,C,F
KENNEDY,M,25,5.59,2.54,C,H
MARTIRES,F,28,6.7,5.72,C,F
KENNEDY,F,35,8.37,5.43,C,F
SUBA,M,16,5.43,2.64,C,H
MARTIRES,F,26,8.1,5.29,C,F
MARTIRES,F,9,4.88,2.99,C,F
USAQUEN,M,32,3.05,1.05,C,H
MARTIRES,F,38,6.71,4.96,C,F
KENNEDY,X,24,7.9,7.65,T,F
MARTIRES,F,66,2.51,1.51,C,F
KENNEDY,M,38,6.68,1.71,C,H
USAQUEN,M,23,4.87,5.2,C,H
MARTIRES,X,49,3.21,4.63,T,F
SUBA,M,18,6.3,2.88,C,H
USAQUEN,F,28,5.33,5.05,C,F
SUBA,M,1,5.4,1.72,C,H
SUBA,F,31,6.8,4.81,C,F
SUBA,F,28,4.83,7.27,C,F
USAQUEN,F,17,5.18,5.02,C,F
USAQUEN,F,39,3.68,2.42,C,F
KENNEDY,M,37,8.02,2.5,C,H
SUBA,F,17,4.1,5.69,C,F
KENNEDY,X,50,4.76,7.14,T,F
KENNEDY,F,10,4.94,1.42,C,F
SUBA,F,21,5.89,4.04,C,F
MARTIRES,M,6,3.56,1.33,C,H
MARTIRES,F,23,7.26,5.05,C,F
USAQUEN,F,14,1.96,3.58,C,F
MARTIRES,F,15,8.4,5.05,C,F
USAQUEN,F,21,5.9,3.93,C,F
USAQUEN,F,42,2.29,3.66,C,F
SUBA,F,18,4.37,4.39,C,F
SUBA,X,30,5.29,4.9,T,F
USAQUEN,F,7,2.55,5.23,C,F
MARTIRES,M,34,4.29,2.3,C,H
SUBA,M,28,5.7,2.67,C,H
KENNEDY,M,21,7.85,1.81,C,H
SUBA,F,24,5.32,6.24,C,F
USAQUEN,M,19,5.95,1.9,C,H
KENNEDY,F,21,8.03,5.81,C,F
SUBA,F,29,5.84,6.25,C,F
SUBA,M,42,2.32,1.41,C,H
MARTIRES,F,17,7.22,3.61,C,F
MARTIRES,F,15,9.38,3.98,C,F
USAQUEN,F,11,2.35,7.0,C,F
USAQUEN,F,27,3.01,6.05,C,F
SUBA,F,11,3.9,5.05,C,F
USAQUEN,F,8,2.05,3.26,C,F
SUBA,M,18,7.16,3.42,C,H
SUBA,M,15,4.58,4.92,C,H
MARTIRES,F,3,4.8,4.42,C,F
SUBA,F,6,3.46,3.3,C,F
USAQUEN,X,34,3.14,6.88,T,F
KENNEDY,M,24,8.04,2.2,C,H
SUBA,M,17,4.96,3.11,C,H
KENNEDY,F,7,5.66,3.66,C,F
USAQUEN,M,4,1.25,3.83,C,H
MARTIRES,M,13,4.43,1.37,C,H
USAQUEN,F,31,4.5,3.61,C,F
KENNEDY,F,1,3.92,3.54,C,F
MARTIRES,F,9,4.33,4.02,C,F
USAQUEN,X,30,4.26,5.15,T,F
USAQUEN,M,32,2.54,1.73,C,H
USAQUEN,F,14,3.8,3.88,C,F
KENNEDY,M,33,8.01,1.21,C,H
MARTIRES,M,36,6.64,2.18,C,H
USAQUEN,M,20,5.67,1.71,C,H
KENNEDY,F,25,7.75,6.52,C,F
KENNEDY,M,23,9.28,2.68,C,H
KENNEDY,M,25,5.58,3.87,C,H
KENNEDY,F,11,6.87,3.38,C,F
KENNEDY,F,33,7.23,3.15,C,F
SUBA,F,19,5.99,5.35,C,F
KENNEDY,F,24,7.49,6.28,C,F
USAQUEN,M,10,2.68,2.59,C,H
USAQUEN,F,10,2.35,4.21,C,F
SUBA,F,6,4.76,3.51,C,F
SUBA,F,6,3.83,5.71,C,F
SUBA,F,18,5.14,5.95,C,F
KENNEDY,M,31,8.16,2.53,C,H
USAQUEN,F,20,5.35,5.05,C,F
SUBA,M,42,2.83,0.34,C,H
MARTIRES,F,28,7.14,4.18,C,F
SUBA,M,9,3.42,1.74,C,H
USAQUEN,F,39,5.41,2.91,C,F
MARTIRES,F,3,4.47,4.67,C,F
SUBA,M,27,5.31,3.31,C,H
KENNEDY,F,16,9.34,4.59,C,F
KENNEDY,M,12,6.71,0.76,C,H
SUBA,M,37,3.64,1.1,C,H
SUBA,F,47,2.12,3.8,C,F
MARTIRES,F,10,4.52,4.36,C,F
USAQUEN,M,32,3.64,1.32,C,H
MARTIRES,X,23,7.52,6.72,T,F
MARTIRES,M,22,8.29,3.27,C,H
MARTIRES,F,11,4.37,4.01,C,F
MARTIRES,F,6,3.63,3.81,C,F
KENNEDY,F,36,5.23,3.53,C,F
MARTIRES,F,17,6.47,4.09,C,F
MARTIRES,M,31,5.33,2.2,C,H
KENNEDY,F,12,5.97,4.58,C,F
SUBA,M,10,3.32,0.91,C,H
KENNEDY,F,12,5.42,3.17,C,F
MARTIRES,F,14,5.89,4.08,C,F
SUBA,M,31,4.68,2.53,C,H
USAQUEN,M,7,0.04,0.64,C,H
SUBA,X,43,3.98,6.25,T,F
MARTIRES,F,11,4.77,2.08,C,F
KENNEDY,M,1,4.45,1.15,C,H
USAQUEN,M,18,3.92,2.78,C,H
KENNEDY,M,16,6.81,2.95,C,H
MARTIRES,F,27,5.34,5.17,C,F
USAQUEN,F,15,4.31,5.25,C,F
USAQUEN,M,32,4.25,3.39,C,H
USAQUEN,F,2,1.7,4.71,C,F
SUBA,M,22,7.19,3.32,C,H
KENNEDY,F,11,6.26,5.4,C,F
SUBA,F,28,4.06,4.19,C,F
USAQUEN,M,35,4.43,2.12,C,H
KENNEDY,M,24,6.1,3.8,C,H
MARTIRES,M,13,3.92,2.17,C,H
USAQUEN,F,7,2.49,4.02,C,F
MARTIRES,F,34,5.5,3.82,C,F
USAQUEN,M,4,2.23,0.83,C,H
SUBA,F,23,7.5,4.8,C,F
USAQUEN,M,18,4.74,1.49,C,H
USAQUEN,F,20,5.45,5.11,C,F
SUBA,M,19,4.94,3.83,C,H
USAQUEN,M,33,4.94,3.8,C,H
USAQUEN,M,20,2.63,4.68,C,H
USAQUEN,M,37,2.49,1.11,C,H
USAQUEN,F,18,6.06,4.95,C,F
KENNEDY,M,14,6.29,4.94,C,H
